Rank,Name,Level,Mode,Power,Class,Skills
802,CBM,100,Hardcore,809,Sorcerer,"Arc Lash, Flame Shield, Teleport, Ice Armor, Frost Nova, Unstable Currents"
803,VENDETTA,100,Hardcore,804,Rogue,"Puncture, Twisting Blades, Dash, Dark Shroud, Shadow Step, Poison Trap"
804,ê·¸ë§ì¢ë¤ì ¸ë¼,100,Hardcore,803,Sorcerer,"Blizzard, Ice Shards, Flame Shield, Frost Nova, Ice Armor, Teleport"
805,Somberlain,100,Hardcore,806,Druid,"Storm Strike, Tornado, Grizzly Rage, Hurricane, Blood Howl, Shred"
806,Lunastre,100,Hardcore,781,Necromancer,"Bone Splinters, Bone Spear, Corpse Explosion, Corpse Tendrils, Bone Storm, Blood Mist"
807,Vindicator,100,Hardcore,784,Rogue,"Forceful Arrow, Dash, Penetrating Shot, Shadow Imbuement, Poison Imbuement, Dark Shroud"
808,Matt,100,Hardcore,785,Druid,"Wind Shear, Tornado, Hurricane, Earthen Bulwark, Blood Howl, Grizzly Rage"
809,Crazybones,100,Hardcore,785,Druid,"Maul, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
810,Sangara,100,Hardcore,790,Rogue,"Twisting Blades, Shadow Clone, Dash, Shadow Step, Poison Trap, Dark Shroud"
811,ThomXer,100,Hardcore,795,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Dark Shroud, Shadow Imbuement"
812,Rayne,100,Hardcore,786,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Poison Imbuement, Dark Shroud"
813,selfdestroy,100,Hardcore,788,Barbarian,"Lunging Strike, Hammer of the Ancients, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
814,Nearo,100,Hardcore,806,Druid,"Storm Strike, Tornado, Cyclone Armor, Hurricane, Blood Howl, Grizzly Rage"
815,Rugal,100,Hardcore,809,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
816,SinceroStun,100,Hardcore,792,Rogue,"Puncture, Twisting Blades, Shadow Clone, Dash, Poison Imbuement, Poison Trap"
817,Endrix,100,Hardcore,791,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
818,Galeplay,100,Hardcore,812,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Grizzly Rage, Debilitating Roar, Trample"
819,Qwazym,100,Hardcore,816,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Dark Shroud, Poison Trap"
820,Hahahahaha,100,Hardcore,807,Rogue,"Puncture, Twisting Blades, Dash, Dark Shroud, Shadow Step, Poison Trap"
821,NOmercy,100,Hardcore,806,Rogue,"Twisting Blades, Puncture, Shadow Step, Dash, Poison Trap, Death Trap"
822,ë§êµ¬ì£½ì´ê¸°,100,Hardcore,797,Necromancer,"Bone Splinters, Bone Spear, Blood Surge, Iron Maiden, Bone Storm, Blood Mist"
823,Dertzy,100,Hardcore,818,Sorcerer,"Arc Lash, Unstable Currents, Flame Shield, Ice Armor, Frost Nova, Teleport"
824,ê¹ì¤ìì¸ë²ì§¸,100,Hardcore,793,Sorcerer,"Ice Shards, Blizzard, Ice Armor, Flame Shield, Teleport, Frost Nova"
825,Ogunist,100,Hardcore,787,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Grizzly Rage, Trample"
826,ì ±ì´,100,Hardcore,794,Rogue,"Forceful Arrow, Penetrating Shot, Concealment, Poison Imbuement, Shadow Imbuement, Shadow Clone"
827,Alcadias,100,Hardcore,0,Sorcerer,
828,ProNoob,100,[Dead] Hardcore,802,Barbarian,"Bash, Charge, Hammer of the Ancients, War Cry, Rallying Cry, Wrath of the Berserker"
829,ëë£¨ì´ë,100,Hardcore,786,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Blood Howl, Trample, Grizzly Rage"
830,Begone,100,Hardcore,787,Necromancer,"Reap, Blood Surge, Corpse Tendrils, Hemorrhage, Blood Mist, Iron Maiden"
831,Arena,100,Hardcore,776,Rogue,"Blade Shift, Twisting Blades, Concealment, Dark Shroud, Shadow Clone, Poison Imbuement"
832,ColdPyro,100,Hardcore,801,Sorcerer,"Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield, Deep Freeze"
833,Vania,100,Hardcore,773,Necromancer,"Hemorrhage, Corpse Tendrils, Iron Maiden, Blood Surge, Decrepify, Blood Mist"
834,arbreencoler,100,[Dead] Hardcore,813,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
835,Quazic,100,Hardcore,803,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
836,YATO,100,Hardcore,781,Barbarian,"Leap, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
837,Shirudo,100,Hardcore,750,Sorcerer,"Deep Freeze, Fireball, Teleport, Frost Nova, Ice Armor, Flame Shield"
838,xNellyx,100,Hardcore,804,Barbarian,"Hammer of the Ancients, Flay, Rallying Cry, War Cry, Challenging Shout, Iron Skin"
839,Maleviah,100,Hardcore,787,Necromancer,"Bone Splinters, Bone Spear, Bone Storm, Blood Mist, Corpse Tendrils, Corpse Explosion"
840,ëë£¨ì´ë,100,Hardcore,760,Druid,"Earth Spike, Pulverize, Grizzly Rage, Debilitating Roar, Earthen Bulwark, Trample"
841,Javriz,100,[Dead] Hardcore,774,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
842,War,100,[Dead] Hardcore,812,Barbarian,"Frenzy, Rend, Leap, Rallying Cry, Challenging Shout, War Cry"
843,Carpita,100,Hardcore,797,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Shadow Imbuement"
844,Lili,100,Hardcore,794,Sorcerer,"Ice Shards, Teleport, Frost Nova, Flame Shield, Ice Armor, Deep Freeze"
845,Frekzz,100,Hardcore,775,Sorcerer,"Arc Lash, Unstable Currents, Flame Shield, Frost Nova, Teleport, Ice Armor"
846,Onyxicca,100,Hardcore,806,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Grizzly Rage, Debilitating Roar"
847,fEaRz,100,Hardcore,759,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
848,í¹ë,100,Hardcore,792,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
849,skutsit,100,Hardcore,809,Rogue,"Puncture, Twisting Blades, Poison Trap, Shadow Step, Dash, Death Trap"
850,OogaBooga,100,Hardcore,781,Barbarian,"Whirlwind, Lunging Strike, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
851,Seekyi,100,Hardcore,802,Sorcerer,"Ice Shards, Deep Freeze, Teleport, Frost Nova, Ice Armor, Flame Shield"
852,dieTogether,100,Hardcore,794,Sorcerer,"Ice Shards, Deep Freeze, Flame Shield, Ice Armor, Frost Nova, Teleport"
853,Wiba,100,Hardcore,810,Druid,"Claw, Cyclone Armor, Blood Howl, Earthen Bulwark, Hurricane, Grizzly Rage"
854,Malouin,100,Hardcore,772,Sorcerer,"Frost Bolt, Ice Shards, Frost Nova, Ice Armor, Teleport, Deep Freeze"
855,Leonis,100,Hardcore,802,Rogue,"Puncture, Twisting Blades, Shadow Imbuement, Poison Trap, Dash, Shadow Step"
856,xlegendx,100,Hardcore,794,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
857,íì¤ì´,100,Hardcore,816,Necromancer,"Bone Splinters, Bone Spear, Blood Mist, Corpse Tendrils, Bone Prison, Bone Storm"
858,Valyria,100,Hardcore,750,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Concealment, Shadow Imbuement"
859,Khazutwo,100,Hardcore,786,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Grizzly Rage, Debilitating Roar"
860,NOLASERS,100,Hardcore,796,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Dark Shroud, Poison Trap"
861,squercexile,100,Hardcore,804,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
862,Noobies,100,Hardcore,795,Druid,"Earth Spike, Pulverize, Debilitating Roar, Grizzly Rage, Trample, Earthen Bulwark"
863,Nells,100,Hardcore,793,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
864,ë°ëì¹,100,Hardcore,778,Rogue,"Puncture, Penetrating Shot, Shadow Imbuement, Poison Imbuement, Dash, Concealment"
865,EmptyJar,100,Hardcore,800,Sorcerer,"Ice Shards, Teleport, Deep Freeze, Frost Nova, Flame Shield, Ice Armor"
866,ê±´ê³¤,100,Hardcore,798,Barbarian,"Lunging Strike, Hammer of the Ancients, Challenging Shout, Rallying Cry, Wrath of the Berserker, War Cry"
867,Lergg,100,Hardcore,778,Sorcerer,"Ice Armor, Ice Shards, Frost Nova, Teleport, Deep Freeze, Flame Shield"
868,TryurlÃ¼ck,100,Hardcore,778,Sorcerer,"Frost Bolt, Ice Shards, Teleport, Ice Armor, Frost Nova, Flame Shield"
869,ElMuertoII,100,Hardcore,753,Druid,"Earth Spike, Pulverize, Trample, Debilitating Roar, Earthen Bulwark, Grizzly Rage"
870,hello,100,Hardcore,787,Sorcerer,"Fire Bolt, Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield"
871,IveGotToeJam,100,Hardcore,814,Barbarian,"Flay, Steel Grasp, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
872,hulksmash,100,Hardcore,784,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Grizzly Rage, Debilitating Roar, Trample"
873,ë§ì¡,100,Hardcore,796,Necromancer,"Bone Splinters, Bone Spear, Decrepify, Corpse Tendrils, Blood Mist, Bone Storm"
874,masuri,100,Hardcore,806,Sorcerer,"Deep Freeze, Ice Shards, Teleport, Ice Armor, Frost Nova, Flame Shield"
875,BURGAO,100,Hardcore,817,Rogue,"Puncture, Twisting Blades, Dash, Poison Imbuement, Shadow Step, Shadow Clone"
876,AMValentines,100,Hardcore,788,Druid,"Storm Strike, Tornado, Cyclone Armor, Hurricane, Blood Howl, Grizzly Rage"
877,ê²¸,100,Hardcore,824,Sorcerer,"Chain Lightning, Frost Nova, Teleport, Unstable Currents, Ice Armor, Flame Shield"
878,SWAMPMONSTA,100,Hardcore,797,Sorcerer,"Ice Armor, Ice Shards, Teleport, Frost Nova, Flame Shield, Deep Freeze"
879,bruged,100,Hardcore,787,Sorcerer,"Flame Shield, Firewall, Ice Armor, Teleport, Frost Nova, Inferno"
880,Killzone,100,Hardcore,779,Barbarian,"Lunging Strike, Hammer of the Ancients, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
881,Esqueleto,100,Hardcore,806,Necromancer,"Hemorrhage, Blood Surge, Blood Mist, Bone Storm, Iron Maiden, Corpse Tendrils"
882,Sheeyi,100,Hardcore,782,Barbarian,"Lunging Strike, Whirlwind, Wrath of the Berserker, Rallying Cry, War Cry, Challenging Shout"
883,zayle,100,[Dead] Hardcore,791,Necromancer,"Reap, Decrepify, Corpse Explosion, Corpse Tendrils, Bone Storm, Blood Mist"
884,Tehowehlele,100,Hardcore,802,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, War Cry, Rallying Cry, Wrath of the Berserker"
885,Ledofka,100,Hardcore,813,Sorcerer,"Blizzard, Frost Nova, Flame Shield, Ice Armor, Teleport, Deep Freeze"
886,Howl,100,Hardcore,804,Rogue,"Blade Shift, Twisting Blades, Shadow Step, Shadow Imbuement, Poison Trap, Dash"
887,HawK,100,Hardcore,799,Sorcerer,"Arc Lash, Flame Shield, Ice Armor, Teleport, Frost Nova, Unstable Currents"
888,TrashGameDC,100,Hardcore,804,Rogue,"Puncture, Twisting Blades, Poison Trap, Shadow Step, Dark Shroud, Dash"
889,Sai,100,Hardcore,789,Necromancer,"Bone Splinters, Bone Spear, Golem, Blood Mist, Bone Prison, Corpse Tendrils"
890,Ehffectz,100,Hardcore,801,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
891,HeMan,100,Hardcore,788,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
892,Balzemut,100,Hardcore,0,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
893,OUPS,100,Hardcore,794,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
894,WeKeepGoing,100,Hardcore,731,Sorcerer,"Ice Shards, Meteor, Frost Nova, Ice Armor, Teleport, Flame Shield"
895,Lee,100,Hardcore,780,Druid,"Earthen Bulwark, Debilitating Roar, Earth Spike, Pulverize, Trample, Grizzly Rage"
896,Triskheal,100,Hardcore,792,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Death Trap, Poison Trap"
897,Cosmo,100,Hardcore,810,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
898,ë±ì´,100,Hardcore,803,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
899,Envisi,100,Hardcore,818,Sorcerer,"Frost Bolt, Ice Shards, Ice Armor, Frost Nova, Teleport, Deep Freeze"
900,Leto,100,Hardcore,807,Sorcerer,"Ice Shards, Frost Nova, Teleport, Flame Shield, Ice Armor, Deep Freeze"
901,JordieHC,100,Hardcore,788,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
902,BrandvÃ¤gg,100,Hardcore,786,Sorcerer,"Ice Shards, Hydra, Teleport, Ice Armor, Frost Nova, Flame Shield"
903,NewDeath,100,Hardcore,792,Necromancer,"Corpse Explosion, Bone Spear, Corpse Tendrils, Bone Storm, Bone Prison, Blood Mist"
904,Atlas,100,Hardcore,796,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
905,Crypthic,100,Hardcore,751,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Grizzly Rage, Debilitating Roar, Trample"
906,NastySlashuh,100,Hardcore,804,Druid,"Maul, Pulverize, Earthen Bulwark, Debilitating Roar, Grizzly Rage, Trample"
907,Mabo,100,Hardcore,738,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Death Trap, Poison Trap"
908,Trielbaenre,100,Hardcore,817,Sorcerer,"Deep Freeze, Ice Shards, Frost Nova, Teleport, Ice Armor, Flame Shield"
909,Delapore,100,Hardcore,826,Rogue,"Twisting Blades, Dark Shroud, Shadow Step, Dash, Poison Trap, Shadow Clone"
910,ValkyPLS,100,Hardcore,811,Sorcerer,"Arc Lash, Flame Shield, Teleport, Unstable Currents, Frost Nova, Ice Armor"
911,íì,100,Hardcore,816,Sorcerer,"Frost Bolt, Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield"
912,ManBearWolf,100,Hardcore,791,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
913,Xanias,100,Hardcore,812,Rogue,"Barrage, Puncture, Shadow Step, Dash, Poison Imbuement, Shadow Clone"
914,Kriska,100,Hardcore,809,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
915,Yuichiro,100,Hardcore,786,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
916,Cinhque,100,Hardcore,803,Rogue,"Puncture, Penetrating Shot, Poison Trap, Poison Imbuement, Shadow Step, Shadow Imbuement"
917,AlphaGo,100,Hardcore,806,Barbarian,"Lunging Strike, Hammer of the Ancients, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
918,Oni,100,Hardcore,812,Sorcerer,"Ice Shards, Blizzard, Flame Shield, Ice Armor, Teleport, Frost Nova"
919,GamBear,100,Hardcore,780,Druid,"Hurricane, Debilitating Roar, Earthen Bulwark, Grizzly Rage, Pulverize, Earth Spike"
920,YOLOTWO,100,Hardcore,822,Necromancer,"Bone Splinters, Bone Spear, Corpse Tendrils, Decrepify, Bone Storm, Blood Mist"
921,KinhoNino,100,Hardcore,797,Barbarian,"Lunging Strike, Whirlwind, War Cry, Rallying Cry, Challenging Shout, Wrath of the Berserker"
922,Flinston,100,Hardcore,801,Druid,"Earth Spike, Pulverize, Trample, Earthen Bulwark, Debilitating Roar, Grizzly Rage"
923,ì¼í¸ê¸°,100,Hardcore,805,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
924,ë¨ì½ì´,100,Hardcore,815,Druid,"Earth Spike, Pulverize, Trample, Grizzly Rage, Debilitating Roar, Earthen Bulwark"
925,Critcondtion,100,Hardcore,805,Necromancer,"Bone Splinters, Bone Spear, Corpse Tendrils, Corpse Explosion, Blood Mist, Bone Storm"
926,Toyco,100,Hardcore,806,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
927,napcat,100,Hardcore,789,Druid,"Storm Strike, Tornado, Cyclone Armor, Blood Howl, Grizzly Rage, Hurricane"
928,Mandos,100,Hardcore,789,Sorcerer,"Arc Lash, Flame Shield, Teleport, Frost Nova, Ice Armor, Unstable Currents"
929,Cookie,100,Hardcore,778,Sorcerer,"Flame Shield, Ice Shards, Teleport, Frost Nova, Ice Armor, Inferno"
930,APPS,100,[Dead] Hardcore,794,Sorcerer,"Attack, Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield"
931,BlazingSoul,100,Hardcore,795,Sorcerer,"Frost Bolt, Blizzard, Deep Freeze, Ice Armor, Teleport, Frost Nova"
932,ë ¹ì²ëëª©ì´ì¤í¤,100,Hardcore,745,Necromancer,"Corpse Tendrils, Bone Storm, Raise Skeleton, Corpse Explosion, Golem, Decrepify"
933,Cdrizz,100,Hardcore,804,Sorcerer,"Deep Freeze, Ice Shards, Ice Armor, Teleport, Frost Nova, Flame Shield"
934,Fates,100,Hardcore,801,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
935,whatclass,100,Hardcore,760,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
936,Mobaku,100,Hardcore,801,Druid,"Earth Spike, Pulverize, Trample, Grizzly Rage, Earthen Bulwark, Debilitating Roar"
937,íê°ë ìí¼ë ì ëë¤ë²ë¤ì´,100,[Dead] Hardcore,803,Druid,"Storm Strike, Tornado, Cyclone Armor, Blood Howl, Hurricane, Grizzly Rage"
938,drood,100,Hardcore,794,Druid,"Maul, Pulverize, Earthen Bulwark, Cyclone Armor, Trample, Grizzly Rage"
939,Skilledthis,100,Hardcore,749,Rogue,"Puncture, Twisting Blades, Poison Trap, Dash, Shadow Step, Death Trap"
940,Hfour,100,Hardcore,811,Necromancer,"Golem, Bone Spear, Blood Mist, Raise Skeleton, Bone Storm, Decrepify"
941,gumjang,100,Hardcore,806,Sorcerer,"Meteor, Ice Shards, Ice Armor, Flame Shield, Teleport, Frost Nova"
942,Frostyggwp,100,Hardcore,814,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
943,Feyt,100,Hardcore,775,Sorcerer,"Ice Shards, Flame Shield, Teleport, Ice Armor, Frost Nova, Deep Freeze"
944,Craw,100,[Dead] Hardcore,770,Druid,"Earth Spike, Pulverize, Debilitating Roar, Grizzly Rage, Trample, Earthen Bulwark"
945,Xiaowu,100,[Dead] Hardcore,809,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
946,êº¾ì´ì§ìëë§ì,100,Hardcore,805,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
947,Mamutz,100,Hardcore,798,Druid,"Claw, Shred, Blood Howl, Hurricane, Grizzly Rage, Cyclone Armor"
948,PklWklThird,100,Hardcore,774,Sorcerer,"Frost Bolt, Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield"
949,Homeboy,100,Hardcore,816,Sorcerer,"Ice Shards, Meteor, Teleport, Frost Nova, Ice Armor, Flame Shield"
950,Jrs,100,Hardcore,820,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
951,Squeye,100,Hardcore,797,Druid,"Tornado, Storm Strike, Hurricane, Cyclone Armor, Grizzly Rage, Blood Howl"
952,LaraCroft,100,Hardcore,785,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Poison Imbuement, Shadow Clone"
953,ë¶ì§ìë¤,100,Hardcore,795,Necromancer,"Bone Splinters, Bone Spear, Corpse Tendrils, Iron Maiden, Bone Storm, Blood Mist"
954,ëªì±,100,Hardcore,821,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
955,ëí,100,Hardcore,803,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Grizzly Rage, Trample"
956,SinanKefeli,100,Hardcore,789,Rogue,"Puncture, Penetrating Shot, Poison Imbuement, Dash, Shadow Step, Shadow Imbuement"
957,EagleStxrm,100,Hardcore,811,Sorcerer,"Frost Bolt, Blizzard, Ice Armor, Teleport, Frost Nova, Ice Shards"
958,Sixth,100,Hardcore,815,Rogue,"Puncture, Twisting Blades, Poison Trap, Dark Shroud, Shadow Step, Death Trap"
959,baalinfour,100,Hardcore,808,Sorcerer,"Frost Bolt, Ice Shards, Teleport, Frost Nova, Ice Armor, Deep Freeze"
960,Ancrath,100,Hardcore,776,Barbarian,"Flay, Iron Skin, Rallying Cry, War Cry, Challenging Shout, Steel Grasp"
961,Ghost,100,Hardcore,761,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
962,Cooked,100,Hardcore,793,Druid,"Maul, Pulverize, Debilitating Roar, Earthen Bulwark, Trample, Grizzly Rage"
963,Prisma,100,Hardcore,807,Necromancer,"Bone Splinters, Bone Spear, Bone Storm, Blood Mist, Corpse Tendrils, Decrepify"
964,RanngarnIII,100,Hardcore,815,Druid,"Earth Spike, Pulverize, Debilitating Roar, Grizzly Rage, Earthen Bulwark, Trample"
965,johndiablo,100,Hardcore,796,Barbarian,"Iron Skin, Whirlwind, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
966,ZILION,100,Hardcore,811,Necromancer,"Hemorrhage, Blood Lance, Decrepify, Corpse Explosion, Blood Mist, Bone Storm"
967,HC,100,Hardcore,762,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
968,DaddyDead,100,[Dead] Hardcore,796,Sorcerer,"Blizzard, Ice Shards, Ice Armor, Teleport, Frost Nova, Flame Shield"
969,Kisenmjau,100,Hardcore,820,Druid,"Storm Strike, Tornado, Hurricane, Cyclone Armor, Blood Howl, Grizzly Rage"
970,ãã¶ãã§ã£ã©,100,Hardcore,816,Necromancer,"Reap, Decrepify, Raise Skeleton, Golem, Corpse Explosion, Corpse Tendrils"
971,NanKio,100,Hardcore,811,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Dark Shroud, Poison Trap"
972,Adessi,100,Hardcore,805,Necromancer,"Decrepify, Bone Spear, Raise Skeleton, Golem, Bone Storm, Blood Mist"
973,Wagendorf,100,Hardcore,788,Druid,"Cyclone Armor, Storm Strike, Tornado, Hurricane, Earthen Bulwark, Grizzly Rage"
974,Lyx,100,Hardcore,810,Druid,"Maul, Pulverize, Grizzly Rage, Earthen Bulwark, Trample, Poison Creeper"
975,Brida,100,Hardcore,805,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Grizzly Rage, Debilitating Roar"
976,Gaia,100,Hardcore,749,Druid,"Earthen Bulwark, Grizzly Rage, Earth Spike, Pulverize, Trample, Debilitating Roar"
977,dajoII,100,Hardcore,790,Sorcerer,"Frost Bolt, Ice Shards, Frost Nova, Flame Shield, Ice Armor, Inferno"
978,qadRaT,100,[Dead] Hardcore,759,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
979,Cailyn,100,Hardcore,810,Sorcerer,"Ice Shards, Blizzard, Frost Nova, Ice Armor, Teleport, Deep Freeze"
980,SheHulk,100,Hardcore,811,Barbarian,"Flay, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Iron Skin"
981,Sol,100,Hardcore,782,Rogue,"Twisting Blades, Puncture, Dash, Death Trap, Shadow Step, Poison Trap"
982,AbyssalWolf,100,Hardcore,794,Barbarian,"Flay, Rend, Challenging Shout, Rallying Cry, War Cry, Steel Grasp"
983,Mistah,100,[Dead] Hardcore,801,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
984,mcbutt,100,Hardcore,808,Rogue,"Puncture, Twisting Blades, Poison Trap, Poison Imbuement, Shadow Step, Dark Shroud"
985,Yocho,100,[Dead] Hardcore,793,Sorcerer,"Frost Bolt, Ice Shards, Teleport, Ice Armor, Inferno, Frozen Orb"
986,UNKILLABLEG,100,Hardcore,786,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
987,Washniac,100,Hardcore,782,Sorcerer,"Frost Nova, Ice Shards, Inferno, Flame Shield, Teleport, Ice Armor"
988,Fozin,100,Hardcore,803,Rogue,"Puncture, Twisting Blades, Shadow Step, Shadow Imbuement, Dash, Shadow Clone"
989,Ayla,100,Hardcore,811,Sorcerer,"Inferno, Ice Shards, Frost Nova, Teleport, Ice Armor, Flame Shield"
990,Dakmah,100,[Dead] Hardcore,821,Necromancer,"Bone Splinters, Bone Spear, Decrepify, Corpse Tendrils, Bone Storm, Blood Mist"
991,Silentblade,100,Hardcore,799,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
992,NadinWins,100,Hardcore,811,Sorcerer,"Ice Shards, Flame Shield, Teleport, Frost Nova, Ice Armor, Deep Freeze"
993,ëìì¨ìë¥´ë¦¬ì¹¸,100,Hardcore,790,Druid,"Earth Spike, Pulverize, Debilitating Roar, Earthen Bulwark, Grizzly Rage, Trample"
994,Scythe,100,Hardcore,807,Rogue,"Puncture, Twisting Blades, Dash, Death Trap, Poison Trap, Shadow Step"
995,Gunethersnuf,100,Hardcore,743,Druid,"Earth Spike, Pulverize, Debilitating Roar, Trample, Earthen Bulwark, Grizzly Rage"
996,FFFFFFFFFAEN,100,[Dead] Hardcore,795,Druid,"Claw, Petrify, Earthen Bulwark, Blood Howl, Poison Creeper, Hurricane"
997,í´ê¸°,100,Hardcore,826,Necromancer,"Hemorrhage, Blood Lance, Golem, Blood Surge, Bone Storm, Blood Mist"
998,luna,100,Hardcore,791,Sorcerer,"Ice Shards, Inferno, Flame Shield, Frost Nova, Teleport, Ice Armor"
999,Kiolimy,100,Hardcore,800,Druid,"Storm Strike, Shred, Blood Howl, Hurricane, Grizzly Rage, Cyclone Armor"
1000,Raikuran,100,Hardcore,810,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
1001,Livelord,100,[Dead] Hardcore,791,Sorcerer,"Ice Armor, Firewall, Flame Shield, Teleport, Frost Nova, Inferno"
1002,ê°í¸,100,Hardcore,807,Rogue,"Puncture, Flurry, Cold Imbuement, Shadow Step, Shadow Clone, Dash"
